lon	rpoH	mopA	htpG	rpoE_rseABC	ibpAB	ecfABC	ecfH	fkpA	crp	araE	xprB_dsbC_recJ	lpxDA_fabZ	ppiA	dnaA	ptsHI_crr	cirA	cyaA	speC	araBAD	clpP	nagBACD	araJ	nupG	ecfK	fur	yhfA	srlAEBD_gutM_srlR_gutQ	fucPIKUR	mopB	mglBAC	malK_lamB_malM	uppS_cdsA_ecfE	fecIR	sodA	tnaLAB	deoCABD	fepB	glgS	htrA	acs	ebgAC	araC	ansB	fnr	himA	cytR	narK	gntKU	ivbL_ilvBN	icdA	hflB	arcA	fhuACDB	frdABCD	ecfD	malEFG	narL	appY	dcuB_fumB	focA_pflB	ecfG	melAB	tdcABCDEFG	gltA	fixABCX	hypABCDE	fucAO	nuoABCEFGHIJKLMN	aceBAK	caiTABCDE	malT	nrfABCDEFG	tsx	gntT	cydAB	manXYZ	appCBA	ompC	yjdHG	cpxAR	htpY	malI	dnaKJ	malS	grpE	deoR	pspABCDE	sdhCDAB_b0725_sucABCD	dmsABC	ostA_surA_pdxA	FruR	marRAB	cyoABCDE	tonB	soxS	nfo	rpoD	uhpT	caiF
0.01565025027306706	0.11228848929584681	0.13663090721590646	0.2051812610016581	0.8222512104830921	5.872299120453588E-4	0.9207444829437514	0.9830488394398024	0.9247930701226462	0.48587673541395165	0.37061937855237725	0.7806070401784198	0.8935330370053629	0.0860753348779812	0.6964118089144582	0.27135311221473934	0.3734444177543983	0.6311310055719513	0.8031027091941092	0.6636256289962711	0.19442139707634074	0.32053952110922823	0.7546603242124259	0.11811455595087336	0.9285683097648869	0.4064911082460481	0.7375463521810129	0.4173072679283638	0.854877426309426	8.193047972879313E-4	0.6539371839197418	0.7533034107614838	0.9186207139956153	0.43817485467546496	0.18423488671613708	0.7081216594588425	0.21634741390523343	0.41990039267779805	0.6951127953697382	0.6926880827289084	0.7594556199408742	0.760882743742567	0.4860579879024313	0.8043077923077113	0.6894791861468031	0.4533886793825176	0.8978129109324584	0.683269831672038	0.8169665106141536	0.7620698135278812	0.01754760312938697	0.04033412371327007	0.884428254196606	0.5403209005659678	0.22067530377958874	0.9487582336206059	0.7000239313570702	0.43056691141221926	0.9571869854883025	0.13591430223977863	0.416168154346941	0.9285358926904517	0.5007057360429493	0.7922451904004247	0.48823238606404185	0.6094393451972658	0.7219354623314993	0.7577137739007573	0.029618514390595863	0.27314633860956017	0.5421652347995334	0.6953291547038334	0.6791272833640309	0.09426985111335412	0.7793164916533024	0.29638515173875357	0.4003261931551832	0.9669130671817845	0.2865046177697812	0.19565504736560538	0.2624020184946639	0.2057437864269883	0.23535694526792067	0.2373860396776344	0.7867727018434452	0.13937632817611614	0.18458643764018062	0.7701975826162093	0.08543976991997883	0.5836034927431016	0.9101379002050469	0.055417869473058025	0.5524243672752462	0.06476575209896585	0.4017600039498827	0.8715964602741965	0.8180930662354136	0.8924539244373388	0.6607393000347958	0.5691480322810463
0.0010024185660891735	0.0273229649283003	0.05400039200622109	0.06404451643366635	0.4105859555179742	4.920614425563461E-5	0.727692580508301	0.7076761530800965	0.6967879746297561	0.988453690856101	0.40937696652084593	0.8521144113903177	0.6684434492756023	0.031951449515883364	0.9378833673300511	0.0026316740603892505	0.6259276226760807	0.013390890195916539	0.011857936925313006	0.8971505724859108	0.054469335164980176	0.4155356292150064	0.9230118140121611	0.034976785336518525	0.6863705090950816	0.5549068181005352	0.9944638851898806	0.5370410390992693	0.9973925864166588	6.731926832867587E-5	0.9952681903373634	0.9969849424427131	0.6861102554381138	0.1826793483929267	0.07413168824588301	0.9951661878421689	0.018574464159488123	0.18509942471424162	0.9923984150781687	0.7868418942389734	0.8076417816678313	0.996443185159448	0.6212648789671558	0.8218478736116711	0.4876657461836809	0.6004677398205263	0.5464146219585575	0.4337338124343253	0.9961134145214703	0.9957805220400036	0.1495143064556208	0.00442937598155878	0.7129013086821707	0.2764563362446831	0.5111830491597341	0.780766550396984	0.9963182052852699	0.038635424233036654	0.8481106879395902	0.12753239891952664	0.7353867714589343	0.6926247872064438	0.9890665620342979	0.8465210511014007	0.7377257846401775	0.9348772572577846	0.6385072938325821	0.9949097466486014	0.01546998548817483	0.1441065430422706	0.6573136963521421	0.994914729238797	0.13396744320239715	0.0282578703428073	0.9962908114781955	0.41083314154641143	0.6259637918514621	0.9184592604458891	0.18478934696532676	0.19577041139164178	0.8594864484927912	0.04561165933698173	0.1308990729608628	0.08940434494543423	0.9959013721464408	0.04687466313594588	0.8337610812992097	0.7928884841355357	0.277123080457329	0.6040635649396152	0.6340849374426957	0.9487029998227882	0.42656970117810195	0.11949286045430434	0.23630376993254062	0.4713108458472993	0.5916533097976814	0.6498196947740522	0.9926921267375599	0.7934985243010179
0.07281010891025005	0.1768351478161194	0.3614155762191591	0.23489142045310807	0.5295394363343067	0.011872167443101269	0.7994599600406536	0.8221130742311891	0.766087517738882	0.8376494573312862	0.42909203502128607	0.8565582874338101	0.6895219378921641	0.060740036204982965	0.15849602391775466	0.11548947265464939	0.6295506490119719	0.12940321497386031	0.2334149073297022	0.8612664791894391	0.3318582342533073	0.40730779220327895	0.8932358322432455	0.03710953653389881	0.7514984980657348	0.5476321688194092	0.9584585454857336	0.5758067718548705	0.9732227096471532	0.013545399731126978	0.9169605936468509	0.9624339421830883	0.7246555102572316	0.3091154250036009	0.11421208080469941	0.9347541662600696	0.20160878358479475	0.19870048466004891	0.912762929689656	0.8445702756770729	0.8268287106791832	0.9375777989588837	0.5222394255295293	0.8539036460240481	0.6064055959755417	0.31160397589471756	0.4335740153666469	0.6961257991298241	0.9500940685947199	0.9425447487064128	0.0771904599915482	0.09690637339387798	0.8656943608172762	0.3679629595219121	0.36661793027821477	0.8089277412536413	0.9299890118739009	0.8619819616580325	0.9437534304578923	0.1583796540111392	0.3219201943487387	0.8179776196053327	0.8282207794361641	0.8267453873404976	0.6525387553177657	0.7677590018702917	0.5849637751146006	0.9375885251423126	0.11724530391706689	0.21357927722134126	0.6976200094039141	0.9374813400114184	0.9460712527494098	0.21786839975091601	0.9441650360595935	0.38195932522747456	0.5794940631354651	0.9723912211250997	0.4435177206458523	0.7820271405695106	0.8135780736511309	0.3276381209739098	0.16988714566781485	0.40894919746082214	0.931505823552115	0.39075943545054903	0.29940044887160755	0.593247458984183	0.1702940650222989	0.44546655954965636	0.7501473933465451	0.12165571027420577	0.7105822798105644	0.07087072072201196	0.2811075447229631	0.5724671795584676	0.7966289451563121	0.7767755481567215	0.906491545393706	0.3859601791779422
0.0188883501677865	0.027176933550680012	0.06445378745286796	0.08278509622502928	0.1903526742680232	3.072232429732406E-4	0.3531042939532982	0.13283161461183057	0.47352018347695907	0.5177142900912017	0.29295208098144	0.6101061008924713	0.21111029715100543	0.11965678319105541	0.3642787608256817	0.1285580244672441	0.402254022607124	0.5696045589660322	0.7092065874121795	0.7301030838631548	0.0788890963366314	0.2949137406122095	0.7692911750708704	0.09894842744343091	0.37244789068516343	0.4182306975283876	0.7509909745537376	0.5396384868737675	0.8520240604892295	4.1925749851535325E-5	0.7225464424936445	0.8680416244418356	0.4069900780747855	0.38221134148112107	0.09614892586983835	0.7330089463723964	0.21913265619871142	0.39292401175677577	0.7467522777184947	0.5440710640394806	0.7278033239527691	0.78836890449293	0.4847087291985045	0.7245669269432758	0.52000713974204	0.38470283539146105	0.8023578616656764	0.7322656966519924	0.8012561902976176	0.7695335925287918	0.10097690420094055	0.009645939273748096	0.8258659446301116	0.4242826146870729	0.2981106124741636	0.4347916364636842	0.7869001206746353	0.7146196366031291	0.9453001503739749	0.1274792227502675	0.3181945847252923	0.32234305150218207	0.44647603700823735	0.6608295512459414	0.4994548759795608	0.7281486966459887	0.6546217424761606	0.7592442866255549	0.09359804957800714	0.23680159096469638	0.6106553362250347	0.7288915020066058	0.8777055897764621	0.19063071804569198	0.7969806186596977	0.4535076813209135	0.5521600164325017	0.9589422887950476	0.4207098433489023	0.8188845326629685	0.603345617311247	0.05024784573658453	0.2455531373730883	0.13059755891381208	0.8276103227461935	0.08657932688212318	0.2029822884510984	0.7137943868048388	0.11209532446639406	0.43113228399748194	0.3517647477735738	0.3336073151101584	0.49116908360119793	0.07030400189028836	0.3215751118535673	0.1956658950389164	0.4609664640758892	0.4223030214075335	0.6498156847538644	0.41629435738461334
0.002259207432469861	0.022002911348386046	0.09601739412630397	0.05966464693710515	0.49791717669053687	3.867205296606795E-5	0.7766276523117331	0.73148639409356	0.6987045821537854	0.9768823425148726	0.45119469840982274	0.8592034799849916	0.6719311416409411	0.03705399154713521	0.7123504155722103	0.023180439440887414	0.7181427604726228	0.01645385532249008	0.029740824568965794	0.8972078051006955	0.06735395636576005	0.37000855768452845	0.9251269043351064	0.015127423016844645	0.698704987017303	0.48639219603861733	0.9916857514713878	0.7184901462880295	0.9943796483615505	5.9185618452304325E-5	0.9885024326681856	0.9939876327837339	0.7105632136124707	0.2070803046947913	0.10802428550189634	0.9913989941477518	0.04047700665636077	0.22493916409319767	0.9860831293501359	0.8042520155909565	0.7427693925866609	0.9920333558288	0.6617910462620497	0.7127596186783749	0.13494220154207306	0.8699301431991694	0.5889696014938075	0.5112225000248054	0.9914415249216848	0.993097009976837	0.42068494795585293	0.003280738844489425	0.31017741079991595	0.37197928601877106	0.3229967382120567	0.8347851288656272	0.9907638960692615	0.2759017260081374	0.2047248861298562	0.09040261525722694	0.390519860604047	0.7072126780631803	0.974369708426259	0.7154622215298515	0.8986467156425555	0.800065821919952	0.3654066577788626	0.9909751528193561	0.10228617165283703	0.2432811939084624	0.4373963714857466	0.9890596809866256	0.537145122138307	0.06770303766128832	0.99006149649538	0.4751729376469299	0.5528802601273207	0.5526684420126878	0.04327750549172199	0.5027065278233769	0.8838126544444377	0.06281909284229567	0.12816067138985499	0.09986572066617336	0.9894672760815402	0.08080561756577798	0.597384759315632	0.9504912973694696	0.49840750937582007	0.2132333029634075	0.7352707407503254	0.688465837620925	0.6300267180093836	0.37813791304942584	0.3644115003096716	0.35994827894891307	0.6112967791496152	0.7380185934060707	0.9848306762898391	0.3775816209291612
0.01835932483179518	0.07681759402242647	0.16380211041489212	0.13516860651355317	0.3125671618448977	9.072682252280901E-4	0.6130362023432528	0.4243430683341485	0.5667905205041195	0.7696856831011566	0.45680950058080233	0.7416573659345062	0.5067843261726972	0.045612861320585674	0.2801312079470754	0.18410946839607645	0.5710629495994363	0.20176795853992588	0.28440907968598816	0.8605421449115467	0.08753112661893234	0.37456346884427494	0.8765778848948357	0.021886504582036753	0.5968945230423445	0.4478593969837148	0.9133189620890433	0.5501076589897983	0.9436538406955433	4.547024293644534E-4	0.8768743457842897	0.9519302881217512	0.5223970926810185	0.17988214201640831	0.09277587049836068	0.9010084201837155	0.13476276828321723	0.2719373158614148	0.8929798638688796	0.7422691384695862	0.781864209811545	0.9269658629640101	0.5436783304021297	0.7777973753942539	0.3861473744267311	0.6053469677965216	0.6904512590666052	0.75254727402041	0.913150573675274	0.9262868963624168	0.1279965459095257	0.01262681340099582	0.7939457235593184	0.39792988738462054	0.253743217290175	0.7010112008748283	0.8995014682653818	0.6261199595497967	0.8996357087566145	0.09330697540882875	0.41215729888276437	0.5646726335218276	0.7925015965426633	0.7822693085837238	0.7110805243824414	0.7156131113104585	0.6262140250167487	0.9019699111199945	0.06114210336355476	0.26607383754174346	0.5179744512207358	0.8816919918718962	0.8720970700049235	0.06837120742849816	0.9256031851835274	0.5054228536624514	0.47920416016919765	0.9296363839738067	0.19922512950784818	0.5875654736851974	0.7374113430136615	0.08153129656999497	0.16889147510590702	0.2609790955460284	0.9282742179661158	0.11203030312911379	0.3746250854158845	0.8518067944381618	0.16373136560416537	0.3201002838353066	0.6436515031913733	0.3348102604743428	0.6049417008695781	0.19157224113185264	0.18636887325864368	0.3744293397633282	0.7070229342092115	0.5695576785172152	0.852963461498343	0.37267996580337764
2.314911427756867E-4	0.020277702959936073	0.07274513872418452	0.030170401329103487	0.09334054186865093	4.5305340752221355E-5	0.18445664317041888	0.0030969377461093337	0.27391048420965897	0.28265959688544695	0.26347224260829977	0.2965532034772595	0.14769796203386898	0.1355094930915733	0.9662731326068195	0.13985818548821083	0.32763842642567864	0.8854933479947411	0.9524682012303621	0.48956386787764117	0.03131473881907924	0.20946043005708137	0.4957487782361745	0.05983333725902745	0.12525245221488623	0.2160862435370939	0.5715928116395349	0.366892355377675	0.6822826164849457	1.9848295709638417E-6	0.4813323591478297	0.6746901931758404	0.13534754574403227	0.46611136605195563	0.07153756429058414	0.543057826341034	0.1448656503030839	0.5666747245866603	0.3847318404367041	0.23579238726967103	0.5325388768506788	0.6091063646877467	0.3831579914807122	0.588828149719266	0.601442405470294	0.4289643427917103	0.9144186170531661	0.5130485817723562	0.5667961968728955	0.584325371440554	0.18153586084936277	0.0017855290461703146	0.8828193028235513	0.8116573381458871	0.5414879644450533	0.291220497975027	0.5340643124194818	0.022107082294433984	0.9606646977337757	0.45793228871155855	0.6871400936506087	0.2562618815905986	0.16153724978520037	0.6857881366621156	0.3606385674371634	0.6681856893725465	0.6296302583872736	0.6082857818241553	0.007404367314657408	0.09727347959057675	0.5101058658478282	0.49494292211636	0.10841038826666279	0.07365462033884297	0.6450020890153378	0.2917447321654843	0.34238160355879654	0.9707382916832398	0.4235282655942177	0.16238480227851548	0.10887138361063525	0.023242393801833117	0.3241580766384286	0.050310075454888845	0.5932111372519839	0.04914067986155145	0.6867580108190913	0.7727593026435696	0.06548961854647793	0.785777190733961	0.17707939019948687	0.9724992938244836	0.5214179354376787	0.050864093053060604	0.58144212204816	0.09990756240737365	0.5259448292706917	0.20318380560920776	0.36615713560764945	0.6537098825694305
0.08881809586604146	0.12414706552185345	0.299304284361862	0.22460643423929194	0.6727005118759583	0.004529397543053622	0.8196982195869602	0.9230554902962321	0.837114307196757	0.8500479828294943	0.3791056176845133	0.8432412174709604	0.7544335267530127	0.11422352475567728	0.2471919209192356	0.25904513237936505	0.5587726360821046	0.07438833285523538	0.1613537666303728	0.8839429915133181	0.31690390309115163	0.47030095147640244	0.8599576206166012	0.07987538504942528	0.7872988213909684	0.41001874608994643	0.9328874436635305	0.5172799675978197	0.9640756597781888	0.026658150641055128	0.9190832368073548	0.9592714370126876	0.7829990285042405	0.34448561726969434	0.12382208835822876	0.9293135935809997	0.12115788760601849	0.3555198395989705	0.9202921234705043	0.8022252648039639	0.8998221112606611	0.9582335056144368	0.5611661819852226	0.9043505263546746	0.7445631642119384	0.28941489668691456	0.4535478421453597	0.7052681146680905	0.9450940520041627	0.9415679863004535	0.068979676053292	0.17221982806637087	0.9444844152303159	0.4423769577910948	0.3039862441369853	0.8591844261802682	0.9388090003540285	0.8499940487448698	0.9787827798326485	0.16333697773108946	0.3196075517117575	0.8681144251274943	0.8777224050150348	0.7407227563873637	0.6285410710836491	0.7449188353284971	0.5286311123839096	0.9274344698222556	0.07122274176633733	0.16205976176051007	0.6495419831753452	0.9425837797921169	0.927474895475472	0.060305846523079853	0.949586451446824	0.3330599992727937	0.4135713108185162	0.9840705035756953	0.5597198562315746	0.6687997752664241	0.6097865766449423	0.2647000332738808	0.1200329695795066	0.38728982927985045	0.9382863220786384	0.30654996604353124	0.3633956125244032	0.47891260578605577	0.12908417279115217	0.5566031340473203	0.7940404762414184	0.2206658418851798	0.9840578406529547	0.015060458892010653	0.31205762810004783	0.5951050028715135	0.8836694224210797	0.813790596129664	0.8728077069419515	0.42954098588111816
0.012975979691591847	0.06468223328378822	0.23780573506705288	0.20066003103570618	0.5152447827385901	0.0014687256969020052	0.7365531198665527	0.845414248850206	0.8194467551709128	0.8313954009868312	0.3868777575507181	0.8541025210342134	0.7391938702097793	0.07792775596976341	0.7134294742226782	0.04600364008381978	0.654204470168121	0.2194514172381517	0.26960676393678606	0.8628858164487176	0.22473385143663266	0.348412322974106	0.874255062777817	0.1800695729286431	0.7942283737677287	0.5148990538220646	0.9410573207010177	0.6119217128846869	0.962297601716025	0.0017493586279672196	0.899990539087166	0.9574934447205201	0.7349467091146932	0.24242408788824196	0.05572377137508715	0.9355163733265629	0.17991689322153928	0.3669460881159646	0.90137772437232	0.8104165666342155	0.7290859373568757	0.9354812358888867	0.5893527760170733	0.7561944095158801	0.2963321044749619	0.5498061361582767	0.42586492404038573	0.6031713494152464	0.948409399466295	0.9363800250573582	0.2729345112711813	0.06949783795311891	0.6908173815771493	0.4161000054358044	0.4306883320498715	0.8259830926682759	0.926447374383306	0.26803631846149467	0.8677289198830548	0.25214192998450746	0.498751473813796	0.7449019474208285	0.7817011008272652	0.7705173090633158	0.6835058509462378	0.8382772681978055	0.5204139929904524	0.9342105686726817	0.08062581748215089	0.13998413384060443	0.5273267613190388	0.9250635800298034	0.6173784603870976	0.16823380319667108	0.9387219307354084	0.5230590926789369	0.5745282376805159	0.9063717611525897	0.2893566689083961	0.9210450967901954	0.7460280728257005	0.20387695215600843	0.09318674987648298	0.19947156085804135	0.9271329881638242	0.1560234015559265	0.05204274317963085	0.8483296165648778	0.21176950985441287	0.3973440950666709	0.7245557604660373	0.6819970179612235	0.26738592118481075	0.11096866049043154	0.32170174460720025	0.5218778765682103	0.6609121375717777	0.7992885736503262	0.9031546509756738	0.5899699550523277
1.1737624242628758E-4	0.015952632571732017	0.047784973343349885	0.011123906167798427	0.1744793085796867	6.248214453852686E-6	0.32564683551027934	0.014552037688822725	0.3854334841976389	0.9439486934220228	0.4039186181688846	0.4439101264995611	0.2854413902951034	0.01866667372785905	0.7550244744477445	0.01775898564399551	0.6076416918018486	0.05367454424355164	0.08589277420069141	0.8862079624035986	0.06704807633699374	0.5127412836960056	0.9300333709807794	0.03632320013028614	0.3495788742931676	0.41207790605850914	0.9804532314798742	0.7241131213922164	0.9880135674187255	1.3190103187339457E-5	0.9703178064922028	0.98756580329795	0.28164262458259526	0.2862442143826153	0.09362091533551653	0.9750227807608514	0.15728310581068072	0.32166018267582086	0.9734612594391624	0.4053127313217518	0.7551640489780672	0.9817462875363606	0.6501337896415181	0.668806839460502	0.25658617226033686	0.7098488632651908	0.8974676067814235	0.5434611668271475	0.9892603458436328	0.9820029763852713	0.19929432372633668	2.1694582137781683E-4	0.58401082169867	0.4464809377339232	0.3585057892303812	0.3594869298501469	0.9812526100688699	0.266060865697436	0.7610513273580305	0.18780011489239035	0.5201933251239621	0.3195083548394151	0.9408555487149769	0.8147492533041002	0.7852604003337361	0.8133156811573432	0.5322736473087909	0.973056704986255	0.06563341423813089	0.24521063708793656	0.5066442628583094	0.9809805946592169	0.5003447657907614	0.06586713383682974	0.9798720087297138	0.5250105372605074	0.4246465880149297	0.82587082730154	0.15801443224282266	0.7625055401739678	0.4640395758443167	0.02034883069424364	0.12588375663003987	0.028175511988100334	0.9829084592065483	0.023306815385889232	0.2413212277079236	0.9049797296138565	0.32635439653620285	0.3331915141665456	0.19694646713191136	0.7135508067336637	0.8257804138420329	0.20507779748987806	0.41931310344556494	0.064239918842537	0.5761771101243679	0.263626957769355	0.9635270874460458	0.5177497193295163
